Nombre,Liga,Club,Posición,Puntos,Unnamed: 5,prueba_id,Titulo,Fecha,Categoria,Arma,Genero,Tipo
CRUZ GARROTE MANUEL SANTIAGO,CUNDINAMARCA,FUSAFENCING,14.0,8.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
NAJAR VALENCIA DIEGO ANDRÉS,CUNDINAMARCA,FUSAFENCING,16.0,8.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
RINCON ARENAS JAIME ENRIQUE,TOLIMA,SAS,17.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
ARANGO LONDOÑO NICOLAS,ANTIOQUIA,FENCING,18.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
SEPULVEDA ROMERO DANIEL ALEJANDRO,BOGOTA,SABRE D´OR,19.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
VELASCO VALENCIA HARRY,VALLE,PORTHOS CLUB VALLE,20.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
MARQUINEZ JIMENEZ SANTIAGO,VALLE,PORTHOS CLUB VALLE,21.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
TEZNA NUÑEZ JOHAN ALFONSO,VALLE,SAN SEBASTIAN,22.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
TORO NOVOA NICOLAS,BOGOTA,BRAVENESS,23.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
PACHECO CORTES JUAN SEBASTIAN,VALLE,PORTHOS CLUB VALLE,24.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
NIÑO VILLARRAGA OSCAR DAVID,BOGOTA,ARES,25.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
CARRASCO SANTAMARIA CARLOS JULIAN,TOLIMA,SAS,26.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
SANCHEZ BERMUDEZ MILLER ELIOT,TOLIMA,C.I.E,27.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
CARRASCO SANTAMARIA KEVIN SANTIAGO,TOLIMA,SAS,28.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
MAMBUSCAY LORZA JUAN CAMILO,VALLE,PORTHOS CLUB VALLE,29.0,4.0,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
ANDRADE VARGAS JOSE RICARDO,VALLE,PORTHOS CLUB VALLE,,,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
ARENAS GARZON JULIAN STEVEN,VALLE,SAN SEBASTIAN,,,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
CUELLAR PEÑA SEBASTIAN,VALLE,PORTHOS CLUB VALLE,,,,1936,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,MASCULINO,INDIVIDUAL
PACHÓN NIÑO SANTIAGO,BOGOTA,FORZA,1.0,32.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
VARGAS ESCOBAR TOMÁS,BOGOTA,ARES,2.0,26.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
CLAIRET ROA DIMITRI PATRICK,BOGOTA,GCFA,3.0,20.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GRAJALES MENA MIGUEL ANGEL,VALLE,PORTHOS CLUB VALLE,3.0,20.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
SANCHEZ MONTOYA JUAN DAVID,TOLIMA,C.D.E.,5.0,14.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
MURILLO DIAZ JORGE EDUARDO,VALLE,PORTHOS CLUB VALLE,6.0,14.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
BOLAÑOS CAMACHO ALEJANDRO,VALLE,SAN SEBASTIAN,7.0,14.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
SÁNCHEZ MEDINA PEDRO,ANTIOQUIA,TIZONA ANTIOQUIA,8.0,14.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GAVIRIA BOCANEGRA WILSON,VALLE,VENCEDORES,9.0,8.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
PINTO CANO DANIEL,RISARALDA,SUEÑOSDECAMPEON,10.0,8.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
CAMAYO GUERRERO ISAAC,VALLE,PORTHOS CLUB VALLE,11.0,8.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
BONILLA CRIOLLO JOSÉ SANTIAGO,BOGOTA,FORZA,12.0,8.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GOMEZ NOVOA ANDRES FELIPE,CALDAS,TOUCHE,13.0,8.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
SANTAMARIA AYALA YOLSWALD JULIAN,TOLIMA,C.D.E.,14.0,8.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GOMEZ PLAZAS CARLOS FELIPE,CUNDINAMARCA,EXCALIBUR MADRID,15.0,8.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
REINA AGUIRRE MIGUEL ANGEL,VALLE,SAN SEBASTIAN,16.0,8.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
QUINTERO LAVERDE JUAN DAVID,VALLE,VENCEDORES,17.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
CAMAYO ROSERO ANDRES CAMILO,VALLE,PORTHOS CLUB VALLE,18.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
QUEVEDO RODRIGUEZ IVAN DARIO,CUNDINAMARCA,ARAMIS,19.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GARZON RAMIREZ LUIS ANDRES FELIPE,CALDAS,TOUCHE,20.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
TEZNA CHILITO SONNY STEVEN,RISARALDA,HEROESDEROMA,21.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
QUEVEDO RODRIGUEZ ANDRES DAVID,CUNDINAMARCA,ARAMIS,22.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
VILLA CASTILLO GABRIEL FELIPE,VALLE,SAN SEBASTIAN,23.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
BERRIO OBREGON ANDRES,VALLE,SAN SEBASTIAN,24.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
URIBE GÓMEZ SANTIAGO,CUNDINAMARCA,EXCALIBUR MADRID,25.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
CHANCUSIG CACUANGO JOSE ANDRES,INTERNACIONAL,ECUADOR,26.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
PALMA ACOSTA EDGAR ANDRÉS,ECUADOR,ECUADOR,26.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
CHACON PAREDES NICOLAS ALEJANDRO,ECUADOR,ECUADOR,28.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
BALDION REYES DIEGO ALEJANDRO,CUNDINAMARCA,ESTIGIA,29.0,4.0,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
BOTERO LADINO ERNESTO,BOGOTA,EL DORADO,,,,1937,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
PIEDRAHITA GOMEZ ALEJANDRA,ANTIOQUIA,FENCING,1.0,32.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
SALAZAR ALDANA SUSANA,ANTIOQUIA,TIZONA ANTIOQUIA,2.0,26.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CASTRO NIAMPIRA PAULA ISABELLA,CUNDINAMARCA,GUARDIA REAL,3.0,20.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
LOZANO OLARTE LASKMI NATALIA,BOGOTA,SABRE D´OR,3.0,20.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
TOVAR KARAINDROS ORIANA,BOGOTA,SABRE D´OR,5.0,14.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
RAMOS RENGIFO MARIA VICTORIA,BOGOTA,SABRE D´OR,6.0,14.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
AICARDI GONZALEZ ALESSANDRA,INTERNACIONAL,PANAMA,7.0,14.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
NUSA VASQUEZ MARÍA DEL MAR,BOGOTA,SABRE D´OR,8.0,14.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CAICEDO GRUESO ELIANA,VALLE,VENCEDORES,9.0,8.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
PEDRIQUEZ MENDOZA ERIKA CRISTINA,RISARALDA,HEROESDEROMA,10.0,8.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
GONZALEZ RODRÍGUEZ ISABELLA,ANTIOQUIA,TIZONA ANTIOQUIA,11.0,8.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
QUEVEDO RODRIGUEZ VALENTINA,CUNDINAMARCA,ARAMIS,12.0,8.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
BONILLA BENEDITO MARIAN MONSERRAT,PANAMA,PANAMA,13.0,8.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
TAMAYO PACHON ANGELA MARIA,CUNDINAMARCA,ARAMIS,14.0,8.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
DÍAZ JULIAO NIVIA CAROLINA,INTERNACIONAL,PANAMA,15.0,8.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
GARCIA AMAYA TANIA YIRENA,BOGOTA,ARES,16.0,8.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
MINA LOZANO CLAUDIA PATRICIA,VALLE,VENCEDORES,17.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
NOVOA ARIAS GLORIA INÉS,VALLE,VENCEDORES,18.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
MARTIZ MAROTTA FIORELLA,PANAMA,PANAMA,19.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
TORRES CASTAÑEDA KAREN AYLEEN,CUNDINAMARCA,GLADIUS,20.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
DA SILVA RODRIGUEZ MELISSA,BOGOTA,SABRE D´OR,21.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CASTILLO GUTIERREZ ANA MARIA,CUNDINAMARCA,GUARDIA REAL,22.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CARRERA COBA KEREN YENIFER,PANAMA,PANAMA,23.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
ROMERO CHAGUACEDA BEVERLY DENISSE,INTERNACIONAL,PANAMA,24.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
REYES SALAZAR DANIELA,RISARALDA,HEROESDEROMA,25.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CUASPUD HERNANDEZ LOURDES MARCELA,ECUADOR,ECUADOR,26.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
BENEDITO ALBA MARIA AILED,PANAMA,PANAMA,27.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
ROMERO CARRASCAL JENNY NA,CUNDINAMARCA,ESTIGIA,28.0,4.0,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
NARANJO VEGA MARÍA SOL,ECUADOR,ECUADOR,,,,1938,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
MORALES LINARES JESSICA YOLIMA,VALLE,VENCEDORES,1.0,32.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
GONZÁLEZ CASTELLANOS LINDA IBETH,BOGOTA,SABRE D´OR,2.0,26.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
GUTIERREZ RODRIGUEZ MARIA FERNANDA,RISARALDA,SUEÑOSDECAMPEON,3.0,20.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
KLIMAVICIUS PALMA LINDA,VALLE,VENCEDORES,3.0,20.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
BLANCO NARVAEZ MARÍA ANGELICA,VALLE,VENCEDORES,5.0,14.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
ALDERETE CHAVEZ ANA MARIA,VALLE,PORTHOS CLUB VALLE,6.0,14.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
CUÉLLAR RIVEROS EYLLEN KATHERINE,RISARALDA,SUEÑOSDECAMPEON,7.0,14.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
BELTRAN ROJAS VALENTINA,VALLE,VENCEDORES,8.0,14.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
LOPEZ GUARIN LAURA,ANTIOQUIA,TIZONA ANTIOQUIA,9.0,8.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
ECHEVERRI AGUIRRE KAREN DAYANNA,RISARALDA,SUEÑOSDECAMPEON,10.0,8.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
LONDOÑO GONZALEZ VALENTINA,VALLE,CELTAS,11.0,8.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
SOLANO RAMIREZ CLAUDIA PATRICIA,VALLE,SAN SEBASTIAN,12.0,8.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
RESTREPO CARDONA ISABEL,ANTIOQUIA,TIZONA ANTIOQUIA,13.0,8.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
RODRIGUEZ SANTAMARIA MARIA JOSE,CUNDINAMARCA,FUSAFENCING,14.0,8.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
ZAPATA ZAPATA LUISA FERNANDA,ANTIOQUIA,TIZONA ANTIOQUIA,15.0,8.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
GUTIERREZ GUARIN MARIA JOSE,TOLIMA,SAS,16.0,8.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
TRIANA REYES ISABELLA,TOLIMA,SAS,17.0,4.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
GAVIRIA HERRERA VALERIA JULIETH,ANTIOQUIA,TIZONA ANTIOQUIA,18.0,4.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
GAMBOA ANDRADE MARIANA,TOLIMA,SAS,19.0,4.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
GARTNER HENAO DIANA MARITZA,RISARALDA,SUEÑOSDECAMPEON,20.0,4.0,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
MORALES LINARES JONATHAN,VALLE,PORTHOS CLUB VALLE,,,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
RIOS MORA TATIANA,BOGOTA,ARES,,,,1939,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",24-04-2022,MAYORES,SABLE,FEMENINO,INDIVIDUAL
ROA RODRIGUEZ HERNANDO,VALLE,OLGA QUEVEDO,1.0,32.0,,2071,"Copa Nal Interligas e Interclubes,Precadete,Cadete,Juvenil y Mayores Indiv y Equi",12-06-2022,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
RODRIGUEZ QUEVEDO JHON EDISON,VALLE,OLGA QUEVEDO,2.0,26.0,,2071,"Copa Nal Interligas e Interclubes,Precadete,Cadete,Juvenil y Mayores Indiv y Equi",12-06-2022,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
CACERES CASTELLANOS MARIO ESTIBEN,VALLE,PORTHOS CLUB VALLE,3.0,20.0,,2071,"Copa Nal Interligas e Interclubes,Precadete,Cadete,Juvenil y Mayores Indiv y Equi",12-06-2022,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
ZAPATA ROJAS PABLO ANDRES,ANTIOQUIA,TIZONA ANTIOQUIA,3.0,20.0,,2071,"Copa Nal Interligas e Interclubes,Precadete,Cadete,Juvenil y Mayores Indiv y Equi",12-06-2022,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
CASTILLO GUTIERREZ JUAN ANDRES,CUNDINAMARCA,GUARDIA REAL,5.0,14.0,,2071,"Copa Nal Interligas e Interclubes,Precadete,Cadete,Juvenil y Mayores Indiv y Equi",12-06-2022,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
