Nombre,Liga,Club,Posición,Puntos,Unnamed: 5,prueba_id,Titulo,Fecha,Categoria,Arma,Genero,Tipo
PACHÓN NIÑO SANTIAGO,BOGOTA,FORZA,1.0,32.0,,1409,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
POLANCO BARRERO MARTIN,TOLIMA,C.D.E.,2.0,26.0,,1409,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
QUEVEDO SANCHEZ NICOLAS,FFAA,ESMIC,3.0,20.0,,1409,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
SERNA CAMERO DUBAN ANDRES,FFAA,ECSAN,3.0,20.0,,1409,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GARZON RAMIREZ LUIS ANDRES FELIPE,CALDAS,TOUCHE,5.0,14.0,,1409,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
MEDELLÍN RUIZ JUAN PABLO,BOGOTA,BRAVENESS,6.0,14.0,,1409,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
PIEDRAHITA GOMEZ ALEJANDRA,ANTIOQUIA,FENCING,1.0,32.0,,1410,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CASTILLO GUTIERREZ LAURA MARIELA,VALLE,OLGA QUEVEDO,2.0,26.0,,1410,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
NUSA VASQUEZ MARÍA DEL MAR,BOGOTA,SABRE D´OR,3.0,20.0,,1410,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
RODRIGUEZ QUEVEDO DIANA MARITZA,FFAA,ESMIC,3.0,20.0,,1410,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
OSORIO ROZO LINA PAOLA,FFAA,ECSAN,5.0,14.0,,1410,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
ROJAS LOPEZ SOPHIA ALEJANDRA,BOGOTA,MOSQUETEROS,6.0,14.0,,1410,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
LÓPEZ CEBALLOS CLEMENTINA,BOGOTA,MOSQUETEROS,7.0,14.0,,1410,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
KLIMAVICIUS PALMA LINDA,VALLE,VENCEDORES,1.0,32.0,,1411,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,SABLE,FEMENINO,INDIVIDUAL
GUTIERREZ RODRIGUEZ MARIA FERNANDA,RISARALDA,SUEÑOSDECAMPEON,2.0,26.0,,1411,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,SABLE,FEMENINO,INDIVIDUAL
BELTRAN ROJAS VALENTINA,VALLE,VENCEDORES,3.0,20.0,,1411,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,SABLE,FEMENINO,INDIVIDUAL
LEYVA VANEGAS MARIA,VALLE,PORTHOS CLUB VALLE,3.0,20.0,,1411,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,SABLE,FEMENINO,INDIVIDUAL
CUÉLLAR RIVEROS EYLLEN KATHERINE,RISARALDA,SUEÑOSDECAMPEON,5.0,14.0,,1411,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,SABLE,FEMENINO,INDIVIDUAL
GARTNER HENAO DIANA MARITZA,RISARALDA,SUEÑOSDECAMPEON,6.0,14.0,,1411,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,SABLE,FEMENINO,INDIVIDUAL
ZAMUDIO VARON KARENN MARCELA,FFAA,ESMIC,7.0,14.0,,1411,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",07-03-2020,MAYORES,SABLE,FEMENINO,INDIVIDUAL
PRIETO ALJURE TATIANA CATALINA,BOGOTA,MOSQUETEROS,1.0,32.0,,1412,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,FLORETE,FEMENINO,INDIVIDUAL
MENDEZ CASTILLO INGRID ESTEFANÍA,VALLE,PORTHOS CLUB VALLE,2.0,26.0,,1412,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,FLORETE,FEMENINO,INDIVIDUAL
MONROY HERRERA GABRIELA,BOGOTA,FORZA,3.0,20.0,,1412,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,FLORETE,FEMENINO,INDIVIDUAL
RAMIREZ QUINTERO ANA MARIA,CUNDINAMARCA,MONTEPINCIO,3.0,20.0,,1412,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,FLORETE,FEMENINO,INDIVIDUAL
CASTILLO GUTIERREZ JUAN ANDRES,CUNDINAMARCA,GUARDIA REAL,1.0,32.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
LOZANO MONTOYA MICHAEL AUGUSTO,TOLIMA,C.D.E.,2.0,26.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
AGAMEZ LONDOÑO STAHELYN JOSE,CALDAS,TOUCHE,3.0,20.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
PÉREZ TRIANA DANIEL A.,ANTIOQUIA,TIZONA ANTIOQUIA,3.0,20.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
SCHEUERLE REINHARD,BOGOTA,SABRE D´OR,5.0,14.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
RAMIREZ QUINTERO JUAN DIEGO,CUNDINAMARCA,MONTEPINCIO,6.0,14.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
PATERNINA BARBOSA JOSHUA,BOGOTA,BRAVENESS,7.0,14.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
RODRIGUEZ ULLOA ANDRES FELIPE,BOGOTA,GCFA,8.0,14.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
ROA RUIZ EDWARD ESTEBAN,BOGOTA,MOSQUETEROS,9.0,8.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
SALAZAR OLARTE CAMILO RICARDO,BOGOTA,ELITE,10.0,8.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
RODRIGUEZ ULLOA JUAN PABLO,BOGOTA,GCFA,11.0,8.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
BARRIOS OLARTE MIGUEL ANGEL,BOGOTA,SABRE D´OR,12.0,8.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
ZEA QUINTERO GERMAN ELIAS,BOGOTA,BRAVENESS,13.0,8.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
CASTRO ALZATE SANTIAGO ANDRES,FFAA,ECSAN,14.0,8.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
SANTAMARIA RODRIGUEZ HUGO ALEXANDER,BOGOTA,ARES,15.0,8.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
ZEA MORALES HENRY GERMAN,BOGOTA,BRAVENESS,16.0,8.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
GUEVARA SASTRE JUAN PABLO,BOGOTA,MOSQUETEROS,17.0,4.0,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
AGUDELO ECHEVERRI DAVID,FFAA,ECSAN,,,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
LOMBANA MARTINEZ SIMON,ANTIOQUIA,TIZONA ANTIOQUIA,,,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
SERNA CAMERO DUBAN ANDRES,FFAA,ECSAN,,,,1413,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
FANG VALBUENA MARIO DANIEL,BOGOTA,MOSQUETEROS,1.0,32.0,,1414,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,SABLE,MASCULINO,INDIVIDUAL
MOSQUERA BELTRAN CAMILO ALFONSO,BOGOTA,SPARTACUS,2.0,26.0,,1414,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,SABLE,MASCULINO,INDIVIDUAL
BORONDY LONDOÑO ANDRES CAMILO,BOGOTA,SPARTACUS,3.0,20.0,,1414,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,SABLE,MASCULINO,INDIVIDUAL
TORO NOVOA NICOLAS,BOGOTA,BRAVENESS,3.0,20.0,,1414,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,SABLE,MASCULINO,INDIVIDUAL
CRUZ GARROTE MANUEL SANTIAGO,CUNDINAMARCA,FUSAFENCING,5.0,14.0,,1414,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,SABLE,MASCULINO,INDIVIDUAL
ACOSTA CLAVIJO JULIAN DAVID,CUNDINAMARCA,ARAMIS,6.0,14.0,,1414,"I Torneo Nal de Mayores Individual - Bogotá,7 al 8 de Marzo de 2020",08-03-2020,MAYORES,SABLE,MASCULINO,INDIVIDUAL
LOZANO MONTOYA MICHAEL AUGUSTO,TOLIMA,C.D.E.,1.0,32.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
LOMBANA MARTINEZ SIMON,ANTIOQUIA,TIZONA ANTIOQUIA,2.0,26.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
CACERES CASTELLANOS MARIO ESTIBEN,VALLE,PORTHOS CLUB VALLE,3.0,20.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
RODRIGUEZ STERLING JAIME LEONARDO,VALLE,VENCEDORES,3.0,20.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
COQUECO GUERRERO GUSTAVO ADOLFO,BOGOTA,GCFA,5.0,14.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
CASTILLO GUTIERREZ JUAN ANDRES,CUNDINAMARCA,GUARDIA REAL,6.0,14.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
RESTREPO GARCIA KEVIN ANDRES,CALDAS,TOUCHE,7.0,14.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
PINZÓN GUERRA JORGE ANDRÉS,ANTIOQUIA,FENCING,8.0,14.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
GARCIA VALENCIA JUAN MANUEL,CALDAS,TOUCHE,9.0,8.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
RAMIREZ QUINTERO JUAN DIEGO,CUNDINAMARCA,MONTEPINCIO,10.0,8.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
ROBERTO NAGLES ALEX STEVEN,VALLE,OLGA QUEVEDO,11.0,8.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
PINILLA POLANCO ARTHUR ANDREY,TOLIMA,PRET,12.0,8.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
URIBE ARCILA DANIEL,RISARALDA,SABLESDEPAZ,13.0,8.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
GARCES MAFLA SERGIO,VALLE,OLGA QUEVEDO,14.0,8.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
ORTIZ BERMUDEZ JUAN SEBASTIAN,RISARALDA,SUEÑOSDECAMPEON,15.0,8.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
MANTILLA MÁRQUEZ DAVID,CALDAS,TOUCHE,16.0,8.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
COLLAZOS BEDOYA JUAN CAMILO,ANTIOQUIA,FENCING,17.0,4.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
VERGARA CASTRO ALEJANDRO ADOLFO,BOGOTA,SABRE D´OR,18.0,4.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
TEZNA CHRISTIAN JONATHAN,VALLE,SAN SEBASTIAN,19.0,4.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
TORRES SIERRA DIEGO ALEJANDRO,TOLIMA,CTB,20.0,4.0,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
BANGUERA RODRÍGUEZ FELIPE,VALLE,PORTHOS CLUB VALLE,,,,1591,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,MASCULINO,INDIVIDUAL
GONZALEZ ROMERO EDWIN FILIBERTO,CUNDINAMARCA,FUSAFENCING,1.0,32.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
RESTREPO MONSALVE WILBER ALONSO,VALLE,PORTHOS CLUB VALLE,2.0,26.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
CARDONA PINEDA JACOB,ANTIOQUIA,TIZONA ANTIOQUIA,3.0,20.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
MOSQUERA BELTRAN CAMILO ALFONSO,BOGOTA,SPARTACUS,3.0,20.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
GUALTERO CRUZ SAMUEL,TOLIMA,SAS,5.0,14.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
PINZON GUERRA ALEJANDRO,ANTIOQUIA,FENCING,6.0,14.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
ARANGO LONDOÑO NICOLAS,ANTIOQUIA,FENCING,7.0,14.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
ARENAS GARZON JULIAN STEVEN,VALLE,SAN SEBASTIAN,8.0,14.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
TEZNA NUÑEZ JOHAN ALFONSO,VALLE,SAN SEBASTIAN,9.0,8.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
RINCON ARENAS JAIME ENRIQUE,TOLIMA,SAS,10.0,8.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
ANDRADE VARGAS JOSE RICARDO,VALLE,PORTHOS CLUB VALLE,11.0,8.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
ARBOLEDA MERA DEIBY JOSE,VALLE,SAN SEBASTIAN,12.0,8.0,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
CRUZ GARROTE MANUEL SANTIAGO,CUNDINAMARCA,FUSAFENCING,,,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
NAJAR VALENCIA DIEGO ANDRÉS,CUNDINAMARCA,FUSAFENCING,,,,1592,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,MASCULINO,INDIVIDUAL
SÁNCHEZ MEDINA PEDRO,ANTIOQUIA,TIZONA ANTIOQUIA,1.0,32.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
MURILLO DIAZ JORGE EDUARDO,VALLE,PORTHOS CLUB VALLE,2.0,26.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
BOTERO LADINO ERNESTO,BOGOTA,EL DORADO,3.0,20.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GRAJALES MENA MIGUEL ANGEL,VALLE,PORTHOS CLUB VALLE,3.0,20.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
BOLAÑOS CAMACHO ALEJANDRO,VALLE,SAN SEBASTIAN,5.0,14.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
SANCHEZ MONTOYA JUAN DAVID,TOLIMA,C.D.E.,6.0,14.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
TEZNA CHILITO SONNY STEVEN,RISARALDA,HEROESDEROMA,7.0,14.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
CAMAYO ROSERO ANDRES CAMILO,VALLE,PORTHOS CLUB VALLE,8.0,14.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GOMEZ NOVOA ANDRES FELIPE,CALDAS,TOUCHE,9.0,8.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GAVIRIA BOCANEGRA WILSON,VALLE,VENCEDORES,10.0,8.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
POLANCO BARRERO MARTIN,TOLIMA,C.D.E.,11.0,8.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
VILLA CASTILLO GABRIEL FELIPE,VALLE,SAN SEBASTIAN,12.0,8.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GOMEZ PLAZAS CARLOS FELIPE,CUNDINAMARCA,EXCALIBUR MADRID,13.0,8.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
CARDONA PINEDA JERONIMO,ANTIOQUIA,TIZONA ANTIOQUIA,14.0,8.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
GARZON RAMIREZ LUIS ANDRES FELIPE,CALDAS,TOUCHE,15.0,8.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
BONILLA CRIOLLO JOSÉ SANTIAGO,BOGOTA,FORZA,16.0,8.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
SAAVEDRA CORTES DANIEL SANTIAGO,TOLIMA,C.D.E.,17.0,4.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
MUÑOZ PORTILLA MIGUEL DAVID,VALLE,SAN SEBASTIAN,18.0,4.0,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
URIBE GÓMEZ SEBASTIÁN JAVIER,CUNDINAMARCA,EXCALIBUR MADRID,,,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
VARGAS ESCOBAR TOMÁS,BOGOTA,ARES,,,,1593,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,FLORETE,MASCULINO,INDIVIDUAL
SALAZAR ALDANA SUSANA,ANTIOQUIA,TIZONA ANTIOQUIA,1.0,32.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
NUSA VASQUEZ MARÍA DEL MAR,BOGOTA,SABRE D´OR,2.0,26.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CASTILLO GUTIERREZ LAURA MARIELA,VALLE,OLGA QUEVEDO,3.0,20.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CORREA SANTA CARMEN ANDREA,ANTIOQUIA,FENCING,3.0,20.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
TRIANA CEBALLOS VALENTINA,VALLE,OLGA QUEVEDO,5.0,14.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
MINA LOZANO CLAUDIA PATRICIA,VALLE,VENCEDORES,6.0,14.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
PARGAS MENA KATERIN ALEXANDRA,CUNDINAMARCA,CLUB ARES-ZIPAQUIRA,7.0,14.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
PEDRIQUEZ MENDOZA ERIKA CRISTINA,RISARALDA,HEROESDEROMA,8.0,14.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
JIMÉNEZ VÁSQUEZ SARA,ANTIOQUIA,TIZONA ANTIOQUIA,9.0,8.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
CASTRO NIAMPIRA PAULA ISABELLA,CUNDINAMARCA,GUARDIA REAL,10.0,8.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
VALDERRAMA ALVARADO NATALIA SOFIA,BOGOTA,BRAVENESS,11.0,8.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
DA SILVA RODRIGUEZ MELISSA,BOGOTA,SABRE D´OR,12.0,8.0,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
PIEDRAHITA GOMEZ ALEJANDRA,ANTIOQUIA,FENCING,,,,1594,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,ESPADA,FEMENINO,INDIVIDUAL
BLANCO NARVAEZ MARÍA ANGELICA,VALLE,VENCEDORES,1.0,32.0,,1595,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,FEMENINO,INDIVIDUAL
BELTRAN ROJAS VALENTINA,VALLE,VENCEDORES,2.0,26.0,,1595,COPA NACIONAL 2021 Junio 18 al 20,20-06-2021,MAYORES,SABLE,FEMENINO,INDIVIDUAL
